drugName,drug_category,Padding_re_con,sentiment,uC_rank,drug_category_encoded
Levonorgestrel,Hormonal Contraceptives,"[135, 212, 144, 116, 215, 70, 20, 1350, 8, 423, 919, 166, 783, 135, 273, 56, 63, 195, 1074, 20, 2, 41, 166, 658, 296, 170, 492, 627, 63, 118, 557, 190, 70, 18, 92, 191, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[9, 14, 12, 66, 143, 312, 817, 830, 150, 166, 5351, 1441, 1625, 237, 118, 86, 22, 15, 18, 621, 159, 98, 817, 36, 124, 63, 36, 15, 20, 20, 43, 616, 702, 87, 557, 140, 441, 924, 1041, 953, 184, 18, 37, 269, 60, 3, 110, 482, 284, 9, 735, 79, 23, 30, 398, 100, 64, 159, 79, 100, 13, 1632, 118, 86, 25, 53, 191, 881, 2, 1, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[469, 138, 150, 166, 21, 162, 2, 1137, 93, 184, 271, 158, 1454, 304, 105, 1454, 95, 44, 208, 32, 169, 28, 48, 95, 21, 1454, 116, 916, 386, 190, 270, 76, 349, 227, 265, 53, 168, 64, 346, 606, 6, 80, 162, 169, 111, 85, 163, 1056, 2, 27, 164, 362, 1279, 206, 55, 33, 620, 45, 8, 122, 1, 21, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[36, 568, 135, 146, 19, 36, 1546, 4824, 74, 568, 415, 650, 5, 96, 427, 37, 1022, 16, 535, 2107, 5947, 2894, 5242, 11, 16, 535, 171, 1335, 63, 184, 63, 427, 37, 606, 1021, 43, 5, 96, 98, 63, 5, 70, 40, 52, 18, 20, 42, 116, 5, 41, 85, 163, 8, 25, 13, 662, 206, 358, 419, 34, 11, 2680, 227, 5, 2, 213, 6, 2, 151, 191, 10, 4, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Levonorgestrel,Hormonal Contraceptives,"[14, 12, 709, 1413, 488, 8, 20, 63, 81, 972, 55, 33, 252, 800, 972, 84, 85, 163, 131, 11, 693, 25, 335, 106, 168, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[156, 26, 146, 7, 45, 75, 69, 33, 55, 473, 616, 20, 100, 187, 149, 65, 336, 80, 14, 12, 36, 213, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[379, 1052, 8, 396, 19, 20, 221, 1388, 79, 188, 13, 20, 134, 145, 103, 124, 301, 77, 85, 77, 55, 76, 429, 8, 396, 135, 14, 12, 52, 181, 26, 36, 213, 558, 2584, 110, 33, 56, 16, 204, 213, 68, 737, 8, 396, 247, 78, 88, 320, 180, 2558, 396, 78, 8, 247, 361, 33, 1027, 711, 8, 247, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[36, 396, 722, 197, 40, 17, 171, 14, 12, 757, 15, 113, 7, 10, 4, 859, 2, 8, 20, 17, 171, 300, 953, 36, 20, 48, 466, 526, 3, 215, 121, 190, 70, 444, 3, 215, 94, 5, 34, 295, 2037, 39, 2426, 45, 47, 299, 715, 1, 396, 379, 23, 30, 171, 604, 92, 188, 2, 191, 542, 47, 180, 20, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[948, 618, 20, 63, 44, 160, 7, 320, 350, 69, 7, 90, 15, 19, 7, 104, 875, 124, 390, 25, 27, 11, 3262, 33, 55, 157, 160, 1319, 5, 1277, 26, 21, 50, 144, 243, 2074, 152, 81, 259, 201, 85, 255, 23, 30, 25, 85, 163, 9, 30, 81, 116, 393, 662, 157, 96, 2, 124, 266, 324, 200, 172, 14, 12, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[482, 841, 106, 3, 847, 337, 35, 284, 416, 148, 42, 432, 1339, 136, 19, 181, 35, 320, 310, 428, 579, 105, 23, 42, 8, 213, 144, 13, 359, 106, 120, 21, 6, 1256, 7, 10, 4, 931, 52, 19, 148, 36, 20, 150, 166, 1154, 284, 416, 794, 16, 704, 428, 579, 244, 99, 387, 43, 6, 2, 238, 6720, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,2,0
Etonogestrel,Hormonal Contraceptives,"[375, 74, 379, 1666, 5, 280, 1052, 612, 137, 256, 805, 7, 95, 15, 18, 296, 72, 9, 70, 157, 60, 3, 2, 246, 235, 1512, 20, 5, 63, 15, 88, 20, 2068, 1935, 92, 591, 7, 20, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[149, 395, 22, 1, 31, 18, 585, 10, 4, 279, 588, 141, 507, 7, 33, 55, 45, 1, 58, 99, 72, 90, 3, 113, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[184, 14, 12, 98, 36, 762, 15, 113, 7, 20, 167, 9, 8, 41, 104, 23, 103, 85, 767, 342, 55, 1860, 967, 1484, 379, 139, 10, 843, 637, 443, 1484, 45, 98, 131, 185, 161, 265, 23, 46, 76, 897, 167, 716, 450, 317, 167, 102, 1860, 967, 8, 619, 2471, 40, 79, 1193, 268, 1156, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[1, 674, 76, 26, 15, 43, 75, 113, 17, 20, 235, 526, 43, 215, 8, 3, 432, 190, 239, 10, 4, 392, 157, 8, 272, 650, 172, 263, 7, 106, 168, 50, 13, 233, 18, 11, 41, 131, 8, 20, 3, 9, 1248, 21, 18, 354, 79, 2952, 8, 277, 3, 783, 80, 213, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[536, 101, 41, 10, 4, 467, 70, 471, 40, 7, 106, 168, 931, 55, 68, 737, 8, 247, 1, 70, 33, 55, 25, 41, 27, 59, 65, 354, 213, 14, 12, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Levonorgestrel,Hormonal Contraceptives,"[841, 106, 52, 3, 20, 35, 284, 416, 31, 1147, 160, 148, 228, 4125, 2, 6, 53, 36, 95, 21, 19, 148, 70, 16, 20, 35, 394, 320, 310, 2026, 221, 30, 309, 307, 284, 416, 751, 1466, 1008, 96, 35, 1082, 895, 751, 1466, 344, 281, 162, 343, 17, 689, 158, 548, 213, 767, 343, 1049, 2109, 1140, 1049, 105, 2403, 87, 895, 1801, 6248, 1617, 1089, 80, 284, 416, 53, 6, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[375, 263, 113, 152, 20, 616, 7, 361, 304, 8, 20, 20, 280, 483, 7, 75, 284, 17, 14, 12, 757, 26, 113, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[395, 137, 146, 26, 23, 3037, 935, 239, 906, 157, 557, 1378, 15, 186, 192, 1238, 39, 872, 639, 42, 813, 28, 1181, 85, 163, 19, 1186, 20, 367, 2951, 269, 11, 27, 50, 103, 9, 38, 20, 48, 488, 31, 52, 3, 87, 852, 54, 4460, 54, 1026, 20, 134, 1413, 488, 371, 2384, 91, 1584, 98, 6, 194, 2, 213, 6854, 639, 38, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[568, 74, 1587, 7, 9629, 50, 6, 259, 8, 568, 74, 35, 5, 51, 63, 145, 15, 20, 526, 31, 19, 7, 20, 19, 20, 591, 8, 618, 618, 42, 235, 10, 4, 45, 55, 390, 7, 63, 22, 179, 6, 611, 473, 100, 6, 968, 89, 470, 6, 19, 2, 151, 153, 235, 10, 4, 2, 1241, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[149, 14, 12, 98, 17, 76, 333, 70, 3211, 419, 28, 669, 3200, 1440, 13, 70, 74, 21, 57, 28, 70, 3, 18, 105, 28, 8, 49, 180, 153, 26, 1430, 148, 70, 333, 70, 349, 7, 2942, 227, 190, 227, 1074, 349, 1546, 105, 143, 65, 8, 396, 180, 1, 426, 2829, 562, 620, 32, 3804, 93, 268, 301, 53, 30, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Levonorgestrel,Hormonal Contraceptives,"[47, 726, 166, 212, 197, 200, 166, 43, 24, 1394, 1110, 424, 30, 92, 24, 535, 283, 47, 127, 21, 47, 43, 131, 15, 13, 179, 35, 2170, 435, 739, 783, 783, 349, 212, 138, 36, 20, 106, 499, 8, 20, 36, 7, 10, 4, 400, 282, 90, 63, 154, 212, 6, 344, 211, 539, 162, 6, 64, 62, 562, 92, 78, 24, 535, 166, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[813, 14, 12, 21, 200, 22, 175, 561, 26, 2074, 16, 114, 511, 370, 607, 10, 4, 641, 180, 247, 31, 26, 1048, 10, 4, 2257, 165, 121, 121, 1122, 215, 20, 811, 1251, 618, 811, 120, 60, 632, 3, 180, 450, 1026, 941, 369, 2811, 1409, 82, 561, 607, 40, 121, 120, 100, 24, 10, 4, 528, 33, 55, 2814, 85, 163, 259, 56, 49, 247, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Etonogestrel,Hormonal Contraceptives,"[1350, 757, 118, 2535, 47, 480, 79, 114, 511, 4, 757, 14, 12, 158, 149, 897, 61, 593, 505, 209, 514, 759, 26, 585, 121, 121, 35, 1035, 995, 40, 121, 176, 3, 273, 36, 232, 75, 323, 13, 614, 240, 8, 127, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[156, 13, 396, 129, 52, 26, 13, 20, 15, 13, 18, 43, 41, 288, 28, 47, 23, 103, 354, 41, 265, 28, 70, 520, 5, 60, 58, 22, 179, 8, 580, 288, 4, 65, 247, 396, 271, 36, 396, 834, 1578, 65, 240, 182, 151, 15, 309, 41, 10, 4, 396, 308, 686, 82, 244, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[271, 9, 1, 21, 6, 61, 97, 22, 133, 21, 124, 10, 4, 2157, 97, 59, 282, 10, 4, 190, 90, 287, 279, 48, 52, 3, 28, 206, 2867, 21, 244, 200, 14, 12, 21, 69, 7, 10, 4, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[113, 475, 14, 12, 238, 21, 60, 3, 20, 48, 461, 685, 237, 118, 86, 462, 704, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[375, 74, 493, 1586, 57, 97, 54, 14, 12, 54, 61, 10, 4, 299, 379, 28, 1722, 273, 55, 977, 33, 20, 154, 3375, 65, 10, 4, 2, 191, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0
Etonogestrel,Hormonal Contraceptives,"[467, 18, 55, 129, 18, 4, 14, 12, 47, 390, 693, 37, 98, 39, 36, 482, 81, 85, 134, 86, 299, 2, 55, 33, 34, 64, 295, 43, 41, 45, 2, 23, 103, 7, 712, 22, 17, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[940, 113, 38, 861, 92, 1075, 279, 898, 1165, 141, 106, 168, 433, 1546, 2, 93, 167, 41, 29, 113, 860, 1773, 758, 20, 504, 160, 63, 34, 618, 20, 131, 453, 772, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,4,0
Levonorgestrel,Hormonal Contraceptives,"[926, 791, 306, 715, 572, 382, 14, 12, 149, 370, 120, 284, 416, 37, 816, 35, 19, 118, 1, 459, 1273, 222, 346, 20, 19, 148, 16, 150, 166, 92, 975, 23, 6, 44, 1021, 210, 1457, 6, 598, 30, 530, 344, 38, 338, 2333, 4, 191, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[238, 118, 28, 873, 375, 150, 166, 113, 7, 20, 238, 106, 584, 1, 21, 694, 8, 69, 90, 258, 23, 103, 453, 280, 582, 2074, 662, 30, 419, 159, 31, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[2588, 39, 762, 309, 65, 93, 21, 257, 1392, 79, 175, 432, 228, 251, 24, 4818, 1642, 5, 1216, 20, 57, 20, 39, 830, 194, 7, 33, 55, 7, 295, 2005, 81, 441, 18, 19, 2641, 21, 96, 229, 279, 612, 287, 882, 11, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[127, 57, 26, 101, 75, 190, 121, 15, 10, 4, 47, 20, 362, 257, 1916, 1228, 17, 7, 33, 91, 85, 77, 6, 237, 873, 86, 697, 284, 188, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Etonogestrel,Hormonal Contraceptives,"[375, 18, 52, 19, 9, 70, 205, 44, 471, 40, 18, 47, 362, 20, 131, 190, 627, 585, 63, 18, 114, 70, 206, 190, 1813, 4155, 120, 748, 70, 169, 20, 434, 176, 3, 190, 70, 354, 213, 7, 33, 55, 1801, 934, 324, 96, 160, 5356, 28, 206, 82, 6160, 113, 238, 8, 213, 1, 21, 1028, 712, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[1723, 3740, 79, 870, 96, 39, 200, 2781, 502, 23, 36, 568, 548, 137, 35, 784, 137, 502, 737, 50, 427, 96, 263, 2315, 302, 170, 881, 936, 135, 568, 129, 56, 371, 20, 234, 63, 17, 1022, 1765, 1335, 172, 63, 135, 568, 63, 1417, 2, 48, 208, 2445, 156, 56, 263, 241, 53, 50, 1034, 2050, 4725, 1805, 237, 86, 238, 44, 61, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[36, 2083, 74, 722, 135, 599, 786, 190, 121, 39, 402, 84, 63, 92, 14, 12, 8, 580, 215, 20, 846, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[39, 2192, 480, 199, 19, 135, 9, 215, 70, 52, 19, 148, 42, 70, 307, 198, 776, 281, 250, 617, 569, 170, 78, 70, 524, 18, 526, 360, 198, 28, 169, 79, 419, 715, 767, 137, 234, 167, 70, 3768, 1394, 1110, 75, 16, 114, 2, 82, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[1, 21, 276, 320, 1028, 190, 20, 207, 1228, 358, 216, 33, 647, 106, 168, 15, 18, 17, 168, 30, 88, 34, 390, 1492, 202, 120, 16, 39, 276, 8, 213, 280, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,2,0
Levonorgestrel,Hormonal Contraceptives,"[581, 1089, 783, 395, 150, 166, 399, 783, 92, 154, 1668, 906, 68, 841, 106, 1972, 539, 6146, 395, 689, 567, 57, 387, 6, 1166, 106, 180, 689, 2019, 860, 7, 1848, 69, 274, 136, 115, 2242, 3328, 886, 35, 1527, 790, 148, 36, 20, 19, 418, 211, 211, 373, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
Levonorgestrel,Hormonal Contraceptives,"[940, 10, 4, 47, 101, 45, 16, 864, 295, 13, 119, 79, 284, 295, 16, 336, 998, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0
Ethinyl estradiol / norethindrone,Hormonal Contraceptives,"[1, 15, 340, 724, 674, 935, 540, 93, 43, 6, 69, 589, 15, 15, 13, 1, 14, 12, 761, 266, 10, 4, 1, 14, 12, 121, 1248, 3694, 1506, 146, 19, 20, 88, 15, 18, 279, 612, 85, 163, 60, 492, 15, 18, 2, 331, 101, 33, 55, 97, 1178, 360, 458, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0
